"drugFix1" "drugFix2" "drugFix3" "drugFix4" "drugFix5" "drugFix6" "drugFix7" "alcConsq1" "alcConsq2" "alcConsq3" "alcConsq4" "alcConsq5" "alcConsq6" "alcConsq7" "alcFix1" "alcFix2" "alcFix3" "alcFix4" "alcFix5" "alcFix6" "alcFix7" "alcFix8" "alcFix9" "alcFix10" "aidFix1" "aidFix2" "aidFix3" "aidFix4" "aidFix5"
"8680" 5 4 7 1 6 2 3 2 1 6 4 7 5 3 3 4 NA NA NA NA NA 1 2 5 1 2 3 4 5
"8681" 5 6 7 2 4 1 3 1 2 3 7 6 4 5 1 5 NA NA NA NA NA 4 2 3 1 4 5 3 2
"8682" 3 5 6 2 7 1 4 3 7 2 4 6 5 1 1 NA 2 NA NA NA NA 3 4 5 1 NA NA 2 3
"8683" 3 6 7 2 4 1 5 1 2 4 6 7 3 5 1 3 NA NA 5 NA NA 4 NA 2 1 NA NA 2 3
"8684" 7 4 3 6 2 1 5 7 1 3 2 6 5 4 2 1 3 NA NA 4 NA 5 NA NA 5 4 1 3 2
"8685" 3 1 7 2 5 4 6 1 3 2 7 5 4 6 5 2 NA NA NA NA NA 1 3 4 2 5 4 3 1
"8686" 6 4 5 1 7 2 3 1 2 7 4 5 6 3 NA NA NA 5 4 NA NA 1 2 3 1 4 5 3 2
"8687" 1 3 4 7 6 2 5 1 2 3 5 7 4 6 1 2 NA NA NA 4 NA 5 NA 3 1 5 4 3 2
"8688" 1 2 4 3 7 5 6 1 2 3 6 7 5 4 NA 1 2 NA 5 NA NA 3 NA 4 1 4 5 2 3
"8689" 4 2 7 5 6 3 1 1 2 4 5 6 7 3 2 3 1 NA NA NA NA 4 5 NA 2 5 4 3 1
"8690" 3 1 4 6 5 7 2 1 4 5 6 2 3 7 2 1 3 NA NA 4 NA 5 NA NA 3 4 5 2 1
"8691" 6 1 2 3 4 7 5 1 2 4 5 6 3 7 4 1 NA 2 NA NA NA NA 3 5 3 4 5 1 2
"8692" 7 1 2 3 5 4 6 1 2 5 6 4 3 7 5 1 NA 4 NA 3 NA 2 NA NA 5 1 3 2 4
"8693" 4 1 3 2 7 5 6 1 2 7 6 5 3 4 NA 1 4 NA 5 NA NA 2 NA 3 2 5 4 1 3
"8694" 4 5 2 3 6 7 1 1 2 5 3 7 6 4 1 3 2 NA 5 NA NA 4 NA NA 1 4 3 2 5
"8695" 4 1 2 5 7 3 6 1 2 5 7 6 3 4 1 2 NA NA 5 NA NA 3 NA 4 3 5 4 1 2
"8696" 1 4 3 2 7 5 6 1 3 6 4 5 7 2 1 2 5 NA NA 3 NA 4 NA NA 1 5 3 2 4
"8697" 2 3 7 4 6 1 5 1 2 4 7 6 3 5 2 1 NA 4 NA NA NA 5 NA 3 1 4 5 2 3
"8698" 1 5 2 6 3 4 7 1 2 6 3 4 5 7 4 3 1 5 2 NA NA NA NA NA 1 4 5 2 3
"8699" 1 2 4 6 5 7 3 1 2 4 7 5 3 6 2 1 4 3 5 NA NA NA NA NA 2 4 5 3 1
"8700" 3 1 2 7 6 4 5 1 2 5 6 7 3 4 2 NA NA NA 3 NA NA 1 NA 4 2 4 5 1 3
"8701" 6 1 4 5 7 2 3 3 2 1 7 6 4 5 1 NA NA 2 3 NA NA 4 NA 5 5 4 1 3 2
"8702" 3 1 7 4 6 2 5 1 2 3 7 5 4 6 2 3 NA NA 1 NA NA 4 NA 5 3 4 5 2 1
"8703" 3 1 6 4 5 7 2 2 1 6 4 5 3 7 2 1 5 3 NA NA NA NA 4 NA 1 3 4 2 5
"8704" 2 6 7 1 3 4 5 5 3 4 6 7 1 2 2 5 NA NA NA NA NA 1 4 3 2 4 5 1 3
"8705" 7 2 1 5 4 3 6 2 1 3 5 4 7 6 2 1 4 3 5 NA NA NA NA NA 2 1 4 3 5
"8706" 7 2 3 4 6 5 1 1 2 3 7 4 5 6 NA 1 NA 5 4 2 NA 3 NA NA 1 5 3 2 4
"8707" 2 3 4 5 6 1 7 1 2 5 6 7 3 4 NA 1 5 4 2 NA NA 3 NA NA 1 4 5 3 2
"8708" 3 1 2 7 6 5 4 2 3 1 6 7 4 5 5 1 NA NA NA 2 NA 3 NA 4 2 4 5 3 1
"8709" 5 1 3 4 7 6 2 1 2 4 5 6 3 7 NA 1 NA 3 2 5 4 NA NA NA 2 1 5 3 4
"8710" 4 NA NA 2 3 1 5 2 1 3 5 7 6 4 1 2 NA NA 3 NA NA 4 NA 5 1 NA NA 3 2
"8711" 5 1 2 7 6 3 4 1 5 2 6 7 3 4 NA 1 3 4 NA NA NA 5 2 NA 3 5 2 4 1
"8712" 6 2 7 5 4 1 3 1 3 2 7 5 4 6 NA NA NA NA 2 3 NA 5 4 1 3 4 5 2 1
"8713" 5 2 3 7 6 1 4 1 2 3 6 7 5 4 4 1 5 NA 3 2 NA NA NA NA 2 NA NA 1 3
"8714" 3 2 7 5 4 1 6 2 3 5 6 7 4 1 3 5 1 NA NA NA NA 2 4 NA 1 4 5 3 2
"8715" 2 1 6 3 7 5 4 1 2 3 4 7 6 5 1 2 4 5 3 NA NA NA NA NA 2 5 4 1 3
"8716" 3 1 4 2 6 NA 5 1 2 4 6 5 3 7 1 2 NA 3 4 NA NA NA 5 NA 2 4 5 1 3
"8717" 3 1 5 4 7 6 2 1 3 2 7 6 5 4 4 5 2 NA 1 NA NA NA NA 3 1 4 5 3 2
"8718" 7 1 6 5 4 2 3 1 2 6 4 7 3 5 4 1 5 NA 2 NA NA 3 NA NA 3 4 5 1 2
"8719" 2 1 7 6 5 4 3 1 2 4 6 7 3 5 NA 5 4 3 2 1 NA NA NA NA 4 3 5 2 1
"8720" 6 2 7 3 4 1 5 1 2 4 6 7 3 5 1 4 NA NA 2 5 NA NA NA 3 5 4 3 2 1
"8721" 7 1 2 5 6 3 4 1 2 3 6 5 4 7 NA 1 2 5 NA 4 NA 3 NA NA 5 4 3 2 1
"8722" 4 3 7 1 6 2 5 1 2 4 5 7 3 6 NA 1 NA NA 5 NA NA 2 4 3 1 5 2 4 3
"8723" 7 5 1 6 2 3 4 1 2 6 7 3 4 5 NA 1 NA 2 3 4 NA 5 NA NA 4 5 3 2 1
"8724" NA 1 NA NA NA 2 NA 1 2 4 7 6 3 5 1 2 NA NA 5 NA NA 4 NA 3 1 NA NA 3 2
"8725" 5 1 4 6 7 2 3 1 2 3 5 4 7 6 1 2 NA NA 3 NA NA NA NA NA 1 4 5 3 2
"8726" 5 1 NA 2 4 3 6 1 2 3 6 5 7 4 1 NA NA NA NA NA NA NA NA 2 1 4 5 2 3
"8727" 5 1 6 2 NA 3 4 1 2 4 6 7 3 5 1 2 3 NA NA NA NA 4 NA 5 1 4 5 2 3
"8728" 1 2 7 3 5 4 6 1 2 3 7 6 4 5 1 2 3 NA 4 NA NA 5 NA NA 1 2 5 3 4
"8729" 3 4 5 6 7 1 2 3 4 1 7 5 6 2 4 1 3 NA 2 NA NA 5 NA NA 1 4 5 3 2
"8730" 5 2 3 6 7 1 4 1 2 4 7 5 3 6 2 1 NA NA NA NA NA 4 5 3 3 1 5 4 2
"8731" 5 1 3 6 7 4 2 2 3 4 6 7 5 1 1 3 4 2 5 NA NA NA NA NA 2 4 5 3 1
"8732" 2 1 5 4 6 3 7 1 2 5 6 7 3 4 2 1 NA NA NA NA NA 4 3 5 2 4 5 3 1
"8733" 2 1 3 4 7 5 6 1 2 7 6 4 3 5 NA 1 5 2 3 4 NA NA NA NA 5 2 4 1 3
"8734" 1 4 5 2 7 3 6 1 2 4 6 7 3 5 2 3 NA NA NA NA NA 1 5 4 2 4 5 3 1
"8735" 2 5 7 4 6 1 3 1 2 5 3 7 4 6 2 3 4 NA 5 NA NA NA 1 NA 4 5 3 1 2
"8736" 6 1 3 2 7 4 5 1 2 6 7 3 4 5 NA NA 1 2 3 4 NA 5 NA NA 2 3 5 1 4
"8737" 6 3 7 4 5 1 2 2 1 3 6 7 5 4 5 2 3 NA 1 4 NA NA NA NA 1 5 2 3 4
"8738" 6 1 4 7 5 2 3 1 2 5 3 6 4 7 NA 1 NA NA 2 NA 3 5 4 NA 3 4 5 2 1
"8739" 6 1 2 7 3 4 5 2 1 5 6 7 3 4 2 1 NA NA NA NA NA 3 4 5 2 4 5 3 1
"8740" 7 5 6 2 3 4 1 1 2 3 5 6 4 7 NA 1 NA NA 3 NA NA 5 2 4 5 4 3 2 1
"8741" 1 7 6 2 5 3 4 2 1 6 7 4 5 3 1 2 3 NA NA NA NA NA 4 5 1 NA NA 2 3
"8742" NA 1 NA NA 2 NA NA 1 2 3 NA NA 4 NA 1 2 5 NA 3 4 NA NA NA NA 3 NA NA 2 1
"8743" 1 2 6 4 7 3 5 1 2 4 5 7 3 6 1 NA NA NA 2 3 NA 4 NA 5 1 5 4 3 2
"8744" 1 4 3 6 NA 2 5 1 2 7 6 5 4 3 1 NA 2 NA NA NA NA 3 5 4 1 NA NA 2 3
"8745" 4 2 3 5 6 1 7 3 1 2 6 7 4 5 1 2 NA NA NA NA NA 3 5 4 2 4 5 3 1
"8746" 4 1 2 6 7 5 3 1 2 4 5 6 3 7 3 1 2 5 NA 4 NA NA NA NA 1 4 5 3 2
"8747" 1 2 7 3 4 5 6 2 1 4 6 5 3 7 5 1 NA 2 NA NA NA 3 NA 4 2 1 5 4 3
"8748" 5 1 2 7 6 3 4 1 2 3 7 6 4 5 2 1 NA NA 5 NA 3 NA NA 4 2 5 1 4 3
"8749" 1 3 2 7 5 6 4 1 2 7 5 6 3 4 2 1 NA 3 NA 4 NA 5 NA NA 4 3 5 2 1
"8750" 3 2 4 5 6 7 1 1 2 4 6 7 3 5 NA 5 4 2 3 NA 1 NA NA NA 1 4 5 2 3
"8751" 1 5 2 6 7 4 3 1 2 4 6 7 3 5 3 4 5 2 1 NA NA NA NA NA 1 4 5 3 2
"8752" 4 1 3 6 5 7 2 1 2 4 5 7 3 6 3 1 NA NA 4 NA NA 2 5 NA 1 4 5 3 2
"8753" 2 6 7 3 4 1 5 2 1 3 5 7 6 4 2 4 NA NA 1 NA NA 5 NA 3 2 4 5 3 1
"8754" 4 1 6 5 7 3 2 1 5 4 7 2 6 3 5 2 4 3 1 NA NA NA NA NA 1 NA NA 3 2
"8755" 3 1 6 5 4 2 7 1 2 3 6 7 4 5 1 2 NA NA NA NA NA 3 4 5 2 4 5 3 1
"8756" 2 1 3 4 7 5 6 1 2 4 5 3 7 6 1 3 2 NA NA NA NA 4 NA NA 3 2 1 NA NA
"8757" 5 4 6 1 7 3 2 1 5 2 4 6 3 7 1 2 NA NA NA NA NA 3 4 5 3 5 4 2 1
"8758" 1 4 7 5 3 2 6 1 4 3 7 5 2 6 1 2 3 5 4 NA NA NA NA NA 1 4 5 3 2
"8759" 2 3 5 7 6 4 1 1 5 4 3 6 7 2 5 3 2 4 1 NA NA NA NA NA 1 5 3 4 2
"8760" 1 2 7 3 4 6 5 1 2 4 3 7 6 5 NA 1 5 2 NA NA NA 3 NA 4 3 5 4 1 2
"8761" 7 1 2 6 5 4 3 2 1 6 4 7 3 5 NA 1 NA 5 2 3 NA NA 4 NA 4 5 2 3 1
"8762" 4 2 3 5 7 1 6 1 2 4 6 7 3 5 5 1 NA 3 2 NA NA 4 NA NA 2 NA NA 3 1
"8763" 5 1 2 6 7 3 4 1 3 2 6 5 4 7 NA 1 NA NA 2 NA NA 3 4 5 1 5 2 3 4
"8764" 4 1 2 6 7 3 5 1 2 4 6 7 3 5 1 5 NA NA NA NA NA 2 3 4 2 4 5 1 3
"8765" 2 1 5 3 6 4 7 1 2 3 7 6 4 5 1 4 2 NA NA 5 NA NA 3 NA 1 4 5 3 2
"8766" 1 6 7 5 3 2 4 1 2 4 3 NA 5 6 2 NA NA NA 5 4 NA 1 3 NA 1 4 5 2 3
"8767" 1 4 7 5 3 2 6 1 2 3 6 7 4 5 1 2 NA NA NA NA NA 3 5 4 1 4 5 2 3
"8768" 1 2 7 5 3 4 6 1 2 3 5 7 4 6 2 1 NA NA NA 3 NA NA 4 5 1 4 5 3 2
"8769" 1 4 7 5 2 3 6 1 2 3 7 6 4 5 1 4 NA NA NA NA NA 5 2 3 1 4 5 3 2
"8770" 1 6 7 5 2 3 4 1 4 3 6 7 2 5 1 NA 2 NA NA NA NA 5 3 4 1 4 5 3 2
"8771" 6 5 7 3 4 1 2 1 2 6 3 7 4 5 4 5 3 NA NA NA NA NA 1 2 1 5 4 3 2
"8772" 2 3 4 5 7 6 1 1 2 4 5 6 3 7 NA 1 NA 2 NA NA NA 3 4 5 3 NA NA 2 1
"8773" 2 3 5 7 6 1 4 3 1 2 5 7 4 6 1 4 2 NA 3 5 NA NA NA NA 1 4 5 3 2
"8774" 1 2 7 6 5 3 4 1 2 4 5 7 3 6 2 1 5 NA NA NA NA 3 NA 4 1 4 5 2 3
"8775" 4 1 2 3 6 5 7 1 2 3 6 7 4 5 2 1 NA 3 4 NA NA 5 NA NA 1 2 5 3 4
"8776" 5 1 2 3 4 6 7 1 2 4 6 7 3 5 NA 1 NA 5 2 3 NA 4 NA NA 1 2 5 4 3
"8777" 1 5 6 2 7 4 3 1 2 3 5 6 4 7 1 2 4 5 3 NA NA NA NA NA 1 5 2 3 4
"8778" 7 1 6 4 5 2 3 1 2 5 6 4 3 7 4 1 NA NA NA 5 NA 2 NA 3 1 4 5 2 3
"8779" 6 5 7 1 3 2 4 1 2 6 5 4 3 7 4 5 NA NA NA NA NA 1 2 3 3 4 5 2 1
"8780" 5 4 3 6 7 1 2 1 2 3 6 7 4 5 1 2 NA NA 4 3 NA NA 5 NA 3 4 5 2 1
"8781" 4 2 1 7 3 6 5 1 6 4 3 5 7 2 3 1 5 NA 2 4 NA NA NA NA 4 3 5 2 1
"8782" 5 1 6 7 3 4 2 1 2 5 6 7 3 4 3 1 2 4 NA 5 NA NA NA NA 5 1 4 3 2
"8783" 1 3 5 7 4 6 2 2 1 3 7 5 4 6 2 1 3 4 5 NA NA NA NA NA 1 4 5 3 2
"8784" 3 4 5 1 2 6 7 2 1 3 7 6 4 5 2 1 NA 3 4 NA NA 5 NA NA 2 4 5 3 1
"8785" 4 1 5 2 7 3 6 1 2 5 7 4 3 6 2 1 NA 3 NA 4 NA NA NA 5 2 3 5 4 1
"8786" 6 2 4 1 5 3 7 1 2 3 7 5 4 6 NA 1 2 3 4 NA NA 5 NA NA 3 4 5 2 1
"8787" 5 2 1 3 4 6 7 1 3 4 6 7 2 5 4 1 NA 2 3 NA NA NA 5 NA 4 3 5 2 1
"8788" 7 1 6 4 2 3 5 2 3 1 6 7 5 4 4 NA 1 NA NA NA 2 3 NA 5 1 3 4 2 5
"8789" 1 7 2 5 4 3 6 1 5 2 7 3 4 6 NA 1 NA 2 NA 4 5 NA 3 NA 1 2 4 3 5
"8790" 4 3 1 7 6 2 5 2 1 5 6 7 3 4 2 1 NA NA 3 NA 4 NA 5 NA 2 3 4 5 1
"8791" 3 1 2 7 5 6 4 1 4 6 2 7 3 5 5 1 NA NA 3 NA 2 NA NA 4 3 1 2 5 4
"8792" 1 4 5 6 7 2 3 1 2 4 7 6 3 5 1 3 NA NA 2 NA NA NA 5 4 1 4 5 3 2
"8793" 3 7 5 2 6 1 4 2 3 1 6 7 5 4 4 2 NA 5 NA 3 NA NA NA 1 1 4 5 3 2
"8794" 1 2 4 5 7 6 3 1 2 6 3 7 4 5 3 1 NA NA 2 4 NA 5 NA NA 2 3 1 4 5
"8795" 1 3 7 5 6 4 2 1 2 5 3 4 6 7 2 1 NA NA 4 NA NA 5 NA 3 1 5 4 3 2
"8796" 3 1 4 5 7 6 2 1 2 6 5 4 3 7 2 1 5 NA NA NA NA 3 NA 4 1 4 5 2 3
"8797" 7 3 6 2 1 4 5 1 3 2 7 6 4 5 NA 1 5 NA NA NA NA 2 3 4 3 4 5 1 2
"8798" 5 1 4 2 7 3 6 1 2 3 6 7 4 5 4 1 2 NA 5 NA NA 3 NA NA 3 NA NA 1 2
"8799" 5 1 7 4 6 3 2 2 1 6 4 7 5 3 2 1 NA NA NA 3 NA 4 NA 5 3 4 5 2 1
"8800" 4 2 3 1 6 5 7 1 4 2 3 6 7 5 NA 1 2 NA 3 NA NA 4 NA 5 4 1 5 3 2
"8801" 4 1 3 5 7 2 6 1 2 4 7 5 3 6 2 1 4 3 NA 5 NA NA NA NA 1 5 4 3 2
"8802" 5 2 7 3 6 1 4 3 1 4 7 6 2 5 NA 3 1 NA 2 4 NA NA NA 5 1 4 5 2 3
"8803" 3 1 NA NA 2 4 5 2 1 4 6 7 3 5 2 1 NA NA 3 NA NA 4 NA 5 2 4 5 1 3
"8804" 1 5 4 6 7 3 2 1 2 4 6 7 3 5 2 1 NA 4 NA 3 NA NA 5 NA 1 4 5 2 3
"8805" 3 1 4 2 7 5 6 1 2 3 4 6 7 5 2 1 3 NA NA NA NA NA 4 5 2 5 4 3 1
"8806" 1 3 2 7 6 4 5 1 2 3 5 7 4 6 3 2 NA NA 1 5 NA NA 4 NA 2 4 5 3 1
"8807" 6 1 7 3 5 4 2 1 2 4 6 3 5 7 1 NA 2 NA 3 NA NA 4 NA 5 3 NA NA 1 2
"8808" 5 2 7 3 6 1 4 1 3 7 4 6 5 2 NA 1 NA NA 5 NA NA 4 3 2 5 4 3 1 2
"8809" 4 2 7 1 5 3 6 1 2 5 7 4 6 3 4 1 NA 2 3 NA NA NA NA 5 2 4 5 3 1
"8810" 2 1 7 4 5 3 6 1 2 5 3 6 7 4 1 4 NA NA NA NA NA NA 3 2 1 NA NA 3 2
"8811" 1 6 3 5 4 2 7 1 3 2 6 7 5 4 1 3 5 NA NA NA NA 2 NA 4 1 4 5 3 2
"8812" 4 1 6 2 7 3 5 1 2 6 3 4 5 7 NA 1 NA NA NA 2 NA 3 4 5 2 1 5 3 4
"8813" 2 6 7 4 3 1 5 1 2 4 6 5 3 7 1 NA 2 NA 5 3 NA NA 4 NA 1 NA NA 2 3
"8814" 1 3 7 2 4 6 5 1 2 4 5 7 3 6 1 3 NA NA 5 NA NA NA 4 2 2 4 5 3 1
"8815" 4 1 6 7 2 3 5 3 5 2 7 4 6 1 5 NA NA NA 4 NA NA 1 2 3 1 5 3 4 2
"8816" 5 2 6 4 3 1 7 1 3 4 7 6 5 2 NA 1 2 NA 4 NA NA 3 NA 5 1 5 4 3 2
"8817" 7 5 4 1 6 2 3 1 2 3 7 5 4 6 1 2 NA NA NA NA NA 3 5 4 3 5 1 2 4
"8818" 4 1 5 2 6 3 7 1 2 4 5 3 6 7 3 1 5 NA 4 NA NA 2 NA NA 3 1 5 2 4
"8819" 1 4 2 6 7 3 5 1 3 5 6 7 4 2 1 2 NA 4 5 NA NA 3 NA NA 1 4 5 3 2
"8820" 6 5 4 3 7 1 2 1 5 2 7 6 3 4 1 5 NA 2 NA 3 NA NA NA 4 1 4 5 3 2
"8821" 1 4 7 3 6 2 5 2 1 5 6 7 3 4 5 4 3 2 1 NA NA NA NA NA 1 NA NA 3 2
"8822" 2 1 7 3 4 6 5 1 4 2 5 7 3 6 4 1 NA NA NA NA 5 2 NA 3 4 5 3 1 2
"8823" 3 1 5 7 6 2 4 1 2 4 5 7 6 3 4 1 NA NA 5 NA NA NA 2 3 2 5 3 1 4
"8824" 5 1 2 6 7 4 3 1 2 4 6 7 3 5 1 NA 2 3 4 NA NA NA NA 5 3 4 5 2 1
"8825" 2 6 7 3 4 1 5 1 2 3 5 6 4 7 2 1 4 NA NA NA NA NA 3 5 2 4 5 3 1
"8826" 2 6 5 3 7 1 4 1 2 3 5 7 6 4 1 NA 2 3 4 NA NA NA NA 5 1 4 5 2 3
"8827" 3 2 1 7 5 4 6 1 2 3 5 4 6 7 NA 1 NA NA 2 3 5 4 NA NA 4 2 1 3 5
"8828" 5 3 NA 4 6 1 2 1 5 2 3 7 4 6 4 NA 1 NA 5 2 NA 3 NA NA 1 4 5 2 3
"8829" 4 1 7 3 6 2 5 2 1 3 4 6 5 7 1 NA NA NA 3 2 NA 5 4 NA 3 2 5 4 1
"8830" 2 1 7 4 6 3 5 1 3 2 6 5 4 7 1 2 3 5 NA 4 NA NA NA NA 1 4 5 3 2
"8831" 7 3 2 1 5 4 6 5 6 1 4 NA 2 3 NA NA NA NA 1 5 2 NA 3 4 5 2 3 1 4
"8832" 7 4 3 1 2 5 6 1 2 4 5 7 3 6 1 2 NA NA 3 NA NA 4 NA 5 4 3 5 2 1
"8833" 5 1 6 2 3 7 4 2 4 1 3 7 5 6 2 1 4 NA 5 NA NA 3 NA NA 1 4 2 3 5
"8834" 3 1 2 4 7 5 6 1 4 5 3 6 7 2 2 1 NA 3 4 NA NA NA NA 5 1 NA NA NA NA
"8835" 7 1 2 3 5 6 4 2 1 3 6 4 5 7 5 1 NA NA 3 NA 2 NA NA 4 3 4 5 2 1
"8836" 5 1 3 6 4 7 2 1 3 2 7 4 5 6 3 1 NA NA 2 NA NA 4 NA 5 5 1 2 3 4
"8837" 1 3 2 6 7 5 4 2 5 1 6 7 3 4 NA NA NA 1 2 3 NA 4 NA 5 4 2 5 3 1
"8838" 4 1 2 6 5 7 3 1 2 6 3 7 4 5 1 2 NA NA 3 4 NA 5 NA NA 4 3 5 1 2
"8839" 1 2 4 6 5 7 3 1 2 7 4 3 5 6 1 2 NA NA 5 NA NA 3 4 NA 2 1 4 5 3
"8840" 6 1 2 7 5 3 4 3 4 1 6 7 2 5 1 NA 2 NA 3 NA 4 5 NA NA 1 4 5 3 2
"8841" 2 3 1 5 6 4 7 5 3 4 2 7 6 1 3 2 NA 4 1 5 NA NA NA NA 3 2 1 4 5
"8842" 1 2 7 3 4 5 6 1 2 6 5 7 4 3 5 NA 4 NA NA 2 NA 1 NA 3 1 4 5 3 2
"8843" 4 3 7 2 5 1 6 2 1 7 5 6 3 4 5 NA NA 1 NA NA NA 2 3 4 2 5 4 3 1
"8844" 1 2 7 3 6 4 5 2 1 3 6 7 4 5 4 1 5 NA NA NA NA 2 NA 3 1 5 4 3 2
"8845" 6 1 2 3 7 4 5 1 2 3 6 7 5 4 1 2 3 NA NA NA NA NA 5 4 1 4 5 2 3
"8846" 3 4 1 6 5 7 2 1 4 5 6 3 2 7 2 1 4 NA 3 NA NA 5 NA NA 2 5 3 1 4
"8847" 5 4 1 6 7 3 2 1 3 5 6 4 2 7 1 2 NA NA 3 4 NA 5 NA NA 1 4 5 2 3
"8848" 1 3 4 6 7 2 5 1 3 5 4 7 2 6 3 1 NA NA NA 2 NA 4 NA 5 5 3 4 2 1
"8849" 7 4 3 1 2 5 6 1 3 6 4 7 5 2 NA 1 3 5 2 NA NA NA 4 NA 4 5 1 2 3
"8850" 2 1 5 7 3 4 6 1 3 6 7 5 4 2 2 1 3 NA 5 NA NA 4 NA NA 1 4 5 3 2
"8851" 3 1 4 6 7 5 2 1 2 4 5 7 6 3 3 1 2 NA NA NA NA 4 5 NA 1 5 3 4 2
"8852" 1 7 5 3 6 2 4 1 2 5 7 4 6 3 2 1 NA NA 4 NA NA 3 5 NA 1 4 5 2 3
"8853" 2 3 4 6 7 1 5 1 3 6 4 7 5 2 1 NA 2 NA 5 NA NA 3 4 NA 2 5 4 3 1
"8854" 3 1 7 4 5 2 6 1 3 2 7 5 4 6 1 NA 4 NA NA 5 NA NA 2 3 2 4 5 1 3
"8855" 7 2 6 5 3 4 1 1 2 4 5 7 6 3 NA NA NA 1 NA 2 NA 5 3 4 3 4 5 2 1
"8856" 2 1 6 3 7 4 5 1 2 5 7 6 3 4 4 5 1 NA 2 3 NA NA NA NA 2 5 4 3 1
"8857" 7 3 1 5 4 2 6 1 2 3 6 4 5 7 2 1 NA 4 NA NA 3 NA 5 NA 1 2 3 4 5
"8858" 3 2 6 4 7 1 5 1 2 3 6 7 4 5 1 2 NA NA 3 5 NA NA 4 NA 1 4 5 2 3
"8859" 4 2 6 3 7 1 5 1 3 2 NA NA 4 NA 1 2 NA 5 NA NA NA NA 3 4 2 NA NA 3 1
"8860" 1 2 7 3 4 5 6 1 2 3 5 7 4 6 2 1 NA NA NA NA NA 3 4 5 2 NA NA 3 1
"8861" 3 2 6 5 7 1 4 1 2 7 6 5 3 4 2 1 3 NA 4 NA NA 5 NA NA 3 5 4 2 1
"8862" 3 2 1 5 6 4 7 1 2 4 5 6 3 7 NA 4 3 5 2 1 NA NA NA NA 5 2 1 3 4
"8863" 1 2 4 5 7 6 3 2 1 3 6 7 4 5 1 2 5 3 4 NA NA NA NA NA 5 4 3 1 2
"8864" 3 1 2 4 7 5 6 2 1 5 6 4 3 7 5 1 2 NA 3 NA NA NA 4 NA 3 5 2 1 4
"8865" 2 5 7 3 4 1 6 2 1 4 6 3 5 7 1 NA 2 NA 3 NA NA 4 5 NA 1 3 5 4 2
"8866" 1 5 7 4 3 2 6 1 2 5 6 4 3 7 1 5 NA NA NA NA NA 2 3 4 1 5 4 2 3
"8867" 2 1 6 3 4 5 7 1 2 5 7 3 4 6 2 1 NA NA NA NA NA 3 4 5 1 5 4 2 3
"8868" 3 5 4 1 7 2 6 1 2 6 5 7 3 4 1 5 NA NA NA 2 NA 3 NA 4 1 3 5 4 2
"8869" 1 3 2 7 6 5 4 1 2 3 7 5 4 6 NA 1 5 NA 2 NA 3 4 NA NA 4 3 5 2 1
"8870" 3 2 1 7 6 5 4 1 2 5 7 6 3 4 5 1 4 NA 2 3 NA NA NA NA 3 4 5 2 1
"8871" 1 5 4 6 7 2 3 1 3 6 7 4 2 5 1 NA NA 2 NA NA NA 3 5 4 2 NA NA 3 1
"8872" 4 3 1 7 6 5 2 1 2 4 7 5 3 6 2 1 3 NA 4 NA NA NA 5 NA 4 2 3 5 1
"8873" 3 1 7 4 5 6 2 1 2 7 4 5 6 3 4 NA 3 NA 1 NA NA 5 NA 2 3 4 5 1 2
"8874" 1 2 5 7 3 6 4 1 2 4 7 6 3 5 1 NA 2 3 4 5 NA NA NA NA 1 NA NA 3 2
"8875" 2 1 6 3 7 4 5 1 2 4 5 6 3 7 5 NA 1 NA NA NA NA 2 3 4 3 5 2 1 4
"8876" 1 5 2 7 6 3 4 5 4 2 3 7 6 1 2 1 NA 3 4 NA NA NA 5 NA 1 4 5 3 2
"8877" 5 4 7 2 3 1 6 2 1 6 5 7 3 4 4 NA 5 NA NA NA NA 1 3 2 3 NA NA 2 1
"8878" 7 5 3 4 6 1 2 1 2 6 7 3 4 5 1 3 2 NA NA 4 NA NA 5 NA 3 5 4 2 1
"8879" 1 7 6 2 3 4 5 1 2 4 7 6 5 3 1 NA 4 NA 5 NA NA NA 2 3 1 4 5 2 3
"8880" 6 1 7 2 3 5 4 1 2 3 7 6 4 5 5 1 NA 4 2 NA NA NA 3 NA 4 2 5 3 1
"8881" 2 1 7 3 6 4 5 1 2 4 3 6 5 7 1 3 NA NA 2 NA NA 5 NA 4 2 4 5 3 1
"8882" 6 3 7 2 4 1 5 1 2 3 5 7 4 6 4 1 NA NA NA 5 NA NA 2 3 3 4 5 1 2
"8883" 4 1 2 7 6 3 5 1 2 4 6 5 3 7 4 1 NA NA NA 3 NA 5 NA 2 2 4 5 3 1
"8884" 4 1 2 6 5 3 7 1 2 6 5 7 3 4 5 1 NA 3 NA 2 NA NA NA 4 3 4 5 2 1
"8885" 6 1 7 5 3 2 4 1 2 3 7 5 6 4 1 NA 3 NA 4 NA NA 2 NA 5 1 NA NA 2 3
"8886" 3 1 NA 2 6 4 5 1 2 4 5 6 3 7 2 1 NA NA NA NA NA 4 5 3 2 NA NA 3 1
"8887" 5 2 1 6 NA 3 4 2 3 1 4 6 7 5 NA 1 NA 3 2 4 NA NA 5 NA 2 1 NA NA 3
"8888" 3 2 7 1 5 4 6 1 2 3 6 4 7 5 3 1 NA NA 2 NA NA 4 5 NA 3 NA NA 2 1
